1921.0,1078.0
1915.625,1078.625
1910.25,1079.25
1904.875,1079.875
1899.5,1080.5
1890.0,1082.0
1881.0,1084.0
1872.0,1084.5
1862.5,1086.0
1854.5,1088.0
1845.0,1088.5
1836.0,1090.5
1828.0,1091.5
1820.0,1092.5
1812.0,1093.5
1803.0,1094.5
1795.0,1094.5
1788.0,1096.5
1781.0,1097.5
1774.0,1098.5
1767.0,1100.5
1760.0,1101.5
1753.0,1102.5
1746.0,1104.5
1740.0,1105.5
1734.0,1106.5
1728.0,1107.5
1723.0,1108.5
1717.0,1109.5
1711.0,1110.5
1705.0,1111.5
1699.0,1112.5
1694.0,1113.5
1689.0,1114.5
1685.0,1115.5
1680.0,1116.5
1675.0,1117.5
1669.0,1117.5
1664.0,1118.5
1660.0,1119.5
1655.0,1120.5
1650.0,1121.5
1645.0,1122.5
1640.0,1123.5
1636.0,1123.5
1631.0,1124.5
1626.0,1125.5
1621.0,1126.5
1617.0,1127.5
1612.0,1129.5
1607.0,1130.5
1603.0,1131.5
1598.0,1132.5
1594.0,1132.5
1590.0,1133.5
1585.0,1134.5
1581.0,1135.5
1576.0,1136.5
1571.0,1137.5
1567.0,1138.5
1563.0,1139.5
1558.0,1140.5
1553.5,1141.0
1572.0,1139.5
1589.5,1138.0
1608.0,1133.0
1627.5,1129.5
1646.5,1126.0
1666.5,1125.0
1685.0,1123.5
1705.0,1121.5
1724.0,1121.5
1743.5,1121.5
1762.5,1121.5
1781.5,1120.5
1799.5,1121.0
1816.5,1120.0
1834.5,1118.0
1851.5,1118.0
1868.5,1118.0
1887.0,1117.0
1904.0,1117.0
1921.0,1116.0
1939.0,1116.0
1956.0,1116.0
1973.0,1115.5
1989.0,1115.5
2006.5,1114.5
2023.5,1114.5
2040.5,1113.5
2057.5,1113.5
2073.5,1111.5
2089.5,1110.5
2105.5,1109.5
2121.5,1107.5
2137.5,1106.5
2153.0,1104.5
2169.0,1103.5
2184.5,1102.5
2200.5,1101.5
2215.5,1100.5
2230.5,1099.5
2246.5,1097.5
2261.5,1096.5
2276.5,1095.5
2291.5,1094.5
2305.5,1094.0
2319.5,1093.0
2333.5,1092.0
2349.0,1091.0
2363.0,1089.0
2378.0,1087.0
2392.0,1084.0
2406.0,1081.0
2420.0,1079.0
2434.0,1078.0
2448.0,1076.0
2462.0,1075.0
2474.0,1073.0
2487.0,1072.0
2499.0,1070.0
2512.0,1069.0
2524.0,1067.0
2536.5,1066.0
2548.5,1064.0
2561.5,1063.0
2573.5,1061.0
2586.5,1060.0
2597.5,1058.0
2609.5,1057.0
2620.5,1055.0
2632.5,1054.0
2643.5,1052.0
2654.5,1050.0
2665.5,1049.0
2675.5,1047.0
2686.5,1045.5
2696.5,1043.5
2707.5,1041.5
2717.5,1040.5
2727.5,1038.5
2737.5,1036.5
2747.5,1034.5
2757.5,1032.5
2766.5,1030.5
2775.0,1029.5
2784.0,1027.5
2792.0,1025.5
2801.0,1023.5
2810.0,1021.5
2818.0,1019.5
2826.5,1017.5
2834.5,1015.5
2842.5,1013.5
2851.5,1012.0
2859.5,1010.0
2867.5,1008.0
2873.5,1006.0
2881.0,1004.0
2888.0,1002.0
2894.0,1000.0
2901.0,998.0
2910.0,996.0
2918.0,993.0
2924.0,991.0
2928.5,990.0
2934.5,987.5
2940.0,985.5
2945.0,984.5
2951.0,982.5
2957.0,980.5
2962.5,978.5
2968.5,978.0
2973.5,976.0
2980.0,974.0
2986.0,974.0
2992.0,973.0
2997.0,973.0
3003.0,972.0
3009.0,972.0
3014.0,972.0
3020.0,971.0
3026.0,971.0
3032.0,970.0
3037.0,970.0
3042.0,970.0
3047.0,970.0
3051.0,969.0
3056.0,969.0
3061.0,969.0
3065.0,968.0
3070.0,968.0
3075.0,968.0
3079.0,968.0
3082.0,967.0
3086.0,967.0
3089.0,966.0
3092.0,966.0
3095.0,965.0
3098.0,965.0
3102.0,964.0
3105.0,964.0
3108.0,963.0
3111.0,963.0
3113.0,962.0
3115.0,962.0
3117.0,962.0
3119.0,961.0
3121.0,961.0
3123.0,960.0
3125.0,960.0
3128.0,959.0
3127.5,960.0
3127.25,959.75
3127.0,959.5
3126.0,959.0
3125.0,958.5
3123.0,957.5
3122.0,956.5
3120.0,956.5
3118.0,955.5
3117.0,954.5
3115.0,953.5
3113.0,952.5
3112.0,951.5
3110.0,950.5
3109.0,950.5
3107.0,949.5
3105.0,948.5
3104.0,947.5
3102.0,946.5
3099.5,946.5
3098.5,945.0
3096.0,945.0
3095.0,943.5
3092.0,943.0
3090.0,941.0
3087.5,940.0
3085.5,939.5
3082.5,937.5
3080.0,936.5
3079.0,935.5
3077.0,934.5
3075.0,933.5
3073.0,932.5
3071.0,931.5
3069.0,930.5
3067.0,928.5
3065.0,927.5
3063.0,926.5
3061.0,925.5
3059.0,924.5
3058.0,923.5
3056.0,922.5
3054.0,921.5
3052.0,920.5
3050.0,919.5
3048.0,918.5
3046.0,917.5
3045.0,916.5
3044.0,916.5
3043.0,915.5
3042.0,915.5
3040.0,914.5
3039.0,914.5
3038.0,913.5
3037.0,913.5
3036.0,912.5
3035.0,911.5
3033.0,911.5
3032.0,910.5
3031.0,910.5
3030.0,909.5
3029.0,909.5
3028.0,908.5
3026.0,907.5
3025.0,907.5
3024.0,906.5
3023.0,906.5
3022.0,905.5
3021.0,905.5
3019.0,904.5
3020.0,904.5
3020.1666666666665,904.5
3020.3333333333335,904.5
3020.5,904.5
3020.6666666666665,904.5
3020.8333333333335,904.5
3021.0,904.5
3021.1666666666665,904.5
3021.3333333333335,904.5
3021.5,904.5
3021.6666666666665,904.5
3021.8333333333335,904.5
3022.0,904.5
3022.2,904.5
3022.4,904.5
3022.6,904.5
3022.8,904.5
3023.0,904.5
3023.1666666666665,904.5
3023.3333333333335,904.5
3023.5,904.5
3023.6666666666665,904.5
3023.8333333333335,904.5
3024.0,904.5
3024.1666666666665,904.5
3024.3333333333335,904.5
3024.5,904.5
3024.6666666666665,904.5
3024.8333333333335,904.5
3025.0,904.5
3024.8571428571427,904.5
3024.714285714286,904.5
3024.5714285714284,904.5
3024.4285714285716,904.5
3024.285714285714,904.5
3024.1428571428573,904.5
3024.0,904.5
3023.8333333333335,904.5
3023.6666666666665,904.5
3023.5,904.5
3023.3333333333335,904.5
3023.1666666666665,904.5
3023.0,904.5
3022.8333333333335,904.5
3022.6666666666665,904.5
3022.5,904.5
3022.3333333333335,904.5
3022.1666666666665,904.5
3022.0,904.5
3022.0,905.0
3022.0,905.5
3021.6666666666665,905.5
3021.3333333333335,905.5
3021.0,905.5
3021.0,905.1666666666666
3021.0,904.8333333333334
3021.0,904.5
3021.0,904.0
3021.0,903.5
3020.0,903.5
3020.0,903.0
3020.0,902.5
3020.0,902.0
3020.0,901.5
3019.0,901.5
3019.0,901.0
3019.0,900.5
3019.0,900.0
3019.0,899.5
3018.5,899.5
3018.0,899.5
3018.0,898.5
3018.0,898.0
3018.0,897.5
3017.6666666666665,897.1666666666666
3017.3333333333335,896.8333333333334
3017.0,896.5
3017.0,896.0
3017.0,895.5
3017.0,895.0
3017.0,894.5
3016.0,894.5
3016.0,897.5
3015.0,895.5
3014.0,893.5
3013.0,890.5
3013.0,888.5
3012.0,886.5
3010.0,878.5
3009.0,874.5
3007.0,870.5
3007.0,866.5
3007.0,865.5
3006.0,864.5
3006.0,863.5
3005.0,862.5
3005.0,861.5
3004.0,861.5
3004.0,860.5
3003.0,859.5
3002.0,859.5
3002.0,858.5
3001.0,858.5
3000.0,858.5
2999.0,857.5
2998.5,857.5
2998.0,857.5
2997.0,857.5
2996.0,856.5
2995.5,856.5
2995.0,856.5
2994.0,855.5
2993.0,855.5
2994.0,860.5
2995.0,865.5
2995.0,871.5
2996.0,874.5
2996.0,876.5
2996.0,876.0
2996.0,875.5
2996.0,875.0
2996.0,874.5
2995.5,874.0
2995.0,873.5
2995.0,872.5
2994.0,871.5
2993.0,870.5
2993.0,869.5
2992.0,868.5
2991.5,868.0
2991.0,867.5
2990.0,866.5
2989.5,866.0
2989.0,865.5
2989.0,864.5
2988.0,863.5
2987.0,862.5
2985.0,860.5
2984.0,858.5
2986.0,858.5
2985.0,856.5
2985.0,855.5
2984.0,854.5
2984.0,853.5
2983.0,852.5
2983.0,851.5
2982.0,849.5
2982.0,848.5
2981.0,846.5
2981.0,845.5
2981.0,846.5
2980.0,847.5
2980.0,848.0
2980.0,848.5
2979.0,849.5
2978.0,849.5
2977.0,849.5
2976.0,848.5
2975.0,848.5
2974.0,848.5
2973.0,848.5
2973.0,847.5
2972.0,847.5
2971.0,847.5
2970.0,846.5
2969.0,846.5
2968.0,846.5
2968.0,845.5
2966.0,845.5
2965.0,845.5
2964.5,843.5
2965.5,845.5
2965.5,847.5
2965.5,849.5
2965.5,851.0
2965.5,852.0
2966.5,854.0
2966.5,856.0
2966.25,855.5
2966.0,855.0
2966.0,854.6666666666666
2966.0,854.3333333333334
2966.0,854.0
2965.0,855.0
2964.0,855.0
2964.5,855.0
2963.5,855.0
2962.5,855.0
2961.5,855.5
2961.25,855.5
2961.0,855.5
2960.0,855.5
2959.0,854.5
2958.5,854.0
2958.0,853.5
2955.0,850.5
2952.0,847.5
2948.0,844.5
2945.0,841.5
2941.0,836.5
2938.0,831.5
2934.0,826.5
2930.0,821.5
2926.0,816.5
2922.0,811.5
2918.0,806.5
2915.0,801.5
2912.0,796.5
2909.0,792.5
2906.0,788.5
2903.0,783.5
2900.0,779.5
2897.0,774.5
2894.0,770.5
2890.0,767.5
2887.0,763.5
2884.0,759.5
2882.0,756.5
2880.0,753.5
2878.0,750.5
2876.0,747.5
2874.0,744.5
2873.0,741.5
2871.0,739.5
2869.0,736.5
2867.0,734.5
2865.0,732.5
2863.0,730.5
2862.0,727.5
2860.0,725.5
2858.0,723.5
2856.0,720.5
2854.0,718.5
2853.0,717.5
2851.0,715.5
2850.0,713.5
2849.0,712.5
2847.0,710.5
2846.0,709.5
2844.0,707.5
2843.0,706.5
2842.0,704.5
2840.0,702.5
2839.0,701.5
2837.0,700.5
2836.0,699.5
2835.0,697.5
2833.0,696.5
2832.0,695.5
2831.0,694.5
2829.0,692.5
2828.0,691.5
2827.0,690.5
2827.0,689.0
2825.0,687.0
2824.0,686.0
2823.0,684.0
2822.5,683.0
2820.5,681.0
2819.5,680.5
2818.5,678.5
2817.5,677.5
2817.0,675.5
2815.0,673.5
2814.0,672.5
2813.0,671.5
2812.0,670.5
